,album_name,album_uri,artist_name,artist_uri,duration_ms,pos,track_name,track_uri
7705,Out Here,spotify:album:14BJkt0RNMcXU14xMmNRxH,Christian McBride,spotify:artist:5ACxPOI9gR3l0cyy2dvkHv,506653,210,I Guess I'll Have to Forget,spotify:track:2EhDOBGOiJGJkiBcdxz7ga
7706,Candy,spotify:album:4GfUYw8hn5RPQHkRCcU2aL,Lee Morgan,spotify:artist:38C3okxv3fyyOIQUVPCdGX,339333,211,Since I Fell For You - 2007 Digital Remaster,spotify:track:6MXrGG7nff0FXBQJa5UF9P
7707,"For All We Know (feat. Seamus Blake, David Williams & Joe Farnsworth)",spotify:album:0SLyfGbMkKDjuwMi8N3v5f,David Hazeltine,spotify:artist:5mQGacj97PLCoX9YOEGf0Q,705497,212,For All We Know,spotify:track:0xFlaaNkbvs1A5AwFCetvs
7708,Ella And Louis Again,spotify:album:6zZ3nZQHsf7OulNDTkHEK5,Ella Fitzgerald,spotify:artist:5V0MlUE1Bft0mbLlND7FJz,255613,213,Let's Call The Whole Thing Off,spotify:track:1R0nfyCDDVwaI3ebzbN7D3
7709,Blurryface,spotify:album:3cQO7jp5S9qLBoIVtbkSM1,Twenty One Pilots,spotify:artist:3YQKmKGau1PzlVlkL1iodx,202333,0,Stressed Out,spotify:track:3CRDbSIZ4r5MsZ0YwxuEkn
7710,Blurryface,spotify:album:3cQO7jp5S9qLBoIVtbkSM1,Twenty One Pilots,spotify:artist:3YQKmKGau1PzlVlkL1iodx,234813,1,Heavydirtysoul,spotify:track:7i9763l5SSfOnqZ35VOcfy
7711,Vessel,spotify:album:2r2r78NE05YjyHyVbVgqFn,Twenty One Pilots,spotify:artist:3YQKmKGau1PzlVlkL1iodx,267720,2,Car Radio,spotify:track:5cbpoIu3YjoOwbBDGUEp3P
7712,Blurryface,spotify:album:3cQO7jp5S9qLBoIVtbkSM1,Twenty One Pilots,spotify:artist:3YQKmKGau1PzlVlkL1iodx,214506,3,Ride,spotify:track:2Z8WuEywRWYTKe1NybPQEW
7713,Blurryface,spotify:album:3cQO7jp5S9qLBoIVtbkSM1,Twenty One Pilots,spotify:artist:3YQKmKGau1PzlVlkL1iodx,188493,4,Tear In My Heart,spotify:track:3bnVBN67NBEzedqQuWrpP4
7714,Walk The Moon,spotify:album:1QhonXpNQq8wrGEKX0ofbk,WALK THE MOON,spotify:artist:6DIS6PRrLS3wbnZsf7vYic,321280,5,Anna Sun,spotify:track:3e0yTP5trHBBVvV32jwXqF
7715,A Bad Girl In Harlem,spotify:album:2pKVER4FshWhYv6yk8uIbI,New Politics,spotify:artist:3RbyaF3Pq6iDUKNp04AIcU,163626,6,Harlem,spotify:track:573latfTMO7SpGtStVrQx5
7716,Young the Giant,spotify:album:2ww7MYrkExsljnKhcINDse,Young the Giant,spotify:artist:4j56EQDQu5XnL7R3E9iFJT,249520,7,Cough Syrup,spotify:track:1UqhkbzB1kuFwt2iy4h29Q
7717,Smoke + Mirrors,spotify:album:0gmsXcmrcnxdZBrD5EyJEL,Imagine Dragons,spotify:artist:53XhwfbYqKCa1cC15pYq2q,192706,8,I Bet My Life,spotify:track:15DrrIod12Tc2IoMaHiwlQ
7718,Youngblood Hawke,spotify:album:20H8EV43UpeAHF35ivADsz,Youngblood Hawke,spotify:artist:6VXZCpbkwm0W0aPjQR1t4K,248600,9,We Come Running,spotify:track:4Xv41B0BJRcMBJYpavNDfD
7719,The 1975,spotify:album:6Z1zv6Hw9bdvSoxI5uYk2h,The 1975,spotify:artist:3mIj9lX2MWuHmhNCA7LSCW,224673,10,Chocolate,spotify:track:4WiiRw2PHMNQE0ad6y6GdD
7720,Never Trust A Happy Song,spotify:album:3oylWMc9TTC6Nx4I6U3axc,Grouplove,spotify:artist:3kVUvbeRdcrqQ3oHk5hPdx,218013,11,Tongue Tied,spotify:track:0GO8y8jQk1PkHzS31d699N
7721,Spreading Rumours,spotify:album:1VNBZDM7OxEQPFbEtVqUuf,Grouplove,spotify:artist:3kVUvbeRdcrqQ3oHk5hPdx,215520,12,Ways To Go,spotify:track:57nNNkgk768QVXq3uHxu5e
7722,Never Trust A Happy Song,spotify:album:3oylWMc9TTC6Nx4I6U3axc,Grouplove,spotify:artist:3kVUvbeRdcrqQ3oHk5hPdx,257786,13,Colours,spotify:track:6gSKswfcoWvaadqvuMF3Y7
7723,VHS,spotify:album:5yQ3ctYzF5d1SgMzhyWe8s,X Ambassadors,spotify:artist:3NPpFNZtSTHheNBaWC82rB,195199,14,Renegades,spotify:track:46GGxd8TVRt6FjUBfCavVT
7724,Megalithic Symphony,spotify:album:54cqYZuTcNQTSUrQ7FoTq6,AWOLNATION,spotify:artist:4njdEjTnLfcGImKZu1iSrz,259102,15,Sail,spotify:track:7hsLKGEnoiNShdIGL6ws1f
7725,Grand,spotify:album:4bQi4sDv5BugGpaQWJiEXa,Matt and Kim,spotify:artist:4MSMDY0ClgWqXApU53I1L1,171333,16,Daylight,spotify:track:57i3M29DWoo7RDk0Tf0LZG
7726,Modern Vampires of the City,spotify:album:6rhe02ppDhYAvPmavWeBkZ,Vampire Weekend,spotify:artist:5BvJzeQpmsdsFp4HGUYUEx,202666,17,Unbelievers,spotify:track:5329hKonR0ej5Tq4xmz5gD
7727,Vampire Weekend,spotify:album:5oXBmKbyJeQftWMo87cQ9F,Vampire Weekend,spotify:artist:5BvJzeQpmsdsFp4HGUYUEx,137760,18,A-Punk,spotify:track:5dKBaysNJtfpyNTRa5lqDb
7728,Vampire Weekend,spotify:album:5oXBmKbyJeQftWMo87cQ9F,Vampire Weekend,spotify:artist:5BvJzeQpmsdsFp4HGUYUEx,195733,19,Oxford Comma,spotify:track:5nHRIKsXDwUpse9gzrAxLR
7729,Modern Vampires of the City,spotify:album:6rhe02ppDhYAvPmavWeBkZ,Vampire Weekend,spotify:artist:5BvJzeQpmsdsFp4HGUYUEx,160066,20,Diane Young,spotify:track:5M66BjyDzijqQPLNbyujAt
7730,Modern Vampires of the City,spotify:album:6rhe02ppDhYAvPmavWeBkZ,Vampire Weekend,spotify:artist:5BvJzeQpmsdsFp4HGUYUEx,251626,21,Step,spotify:track:1ESlvmyeER7ebaKTsXE78c
7731,American Beauty/American Psycho,spotify:album:0dAvbhVYW3bGnLldQ8Nvwn,Fall Out Boy,spotify:artist:4UXqAaa6dQYAk18Lv7PEgX,211573,22,Uma Thurman,spotify:track:34Jeq8ktRzyOW1uw40InVy
7732,A Fever You Can't Sweat Out,spotify:album:2YeOhhJg3OWpN0F1VYPxtW,Panic! At The Disco,spotify:artist:20JZFwl6HVl6yg8a4H3ZqK,187613,23,I Write Sins Not Tragedies,spotify:track:4bPQs0PHn4xbipzdPfn6du
7733,In A Tidal Wave Of Mystery,spotify:album:3WrufJir7I61NkvkDwxero,Capital Cities,spotify:artist:4gwpcMTbLWtBUlOijbVpuu,192789,24,Safe And Sound,spotify:track:6Z8R6UsFuGXGtiIxiD8ISb
7734,Torches,spotify:album:7Kmmw7Z5D2UD5MVwdm10sT,Foster The People,spotify:artist:7gP3bB2nilZXLfPHJhMdvc,239600,25,Pumped Up Kicks,spotify:track:7w87IxuO7BDcJ3YUqCyMTT
7735,A Rush Of Blood To The Head,spotify:album:0RHX9XECH8IVI3LNgWDpmQ,Coldplay,spotify:artist:4gzpq5DPGxSnKTe4SA8HAU,309600,26,The Scientist,spotify:track:75JFxkI2RXiU7L9VXzMkle
7736,Ghost Stories,spotify:album:2G4AUqfwxcV1UdQjm2ouYr,Coldplay,spotify:artist:4gzpq5DPGxSnKTe4SA8HAU,268466,27,A Sky Full of Stars,spotify:track:0FDzzruyVECATHXKHFs9eJ
7737,Eyes Open,spotify:album:6fb7z9rBdrjzpBTg1R1Bwp,Snow Patrol,spotify:artist:3rIZMv9rysU7JkLzEaC5Jp,267933,28,Chasing Cars,spotify:track:11bD1JtSjlIgKgZG2134DZ
7738,Hopes And Fears,spotify:album:0MlTOiC5ZYKFGeZ8h3D4rd,Keane,spotify:artist:53A0W3U0s8diEn9RhXQhVz,237146,29,Somewhere Only We Know,spotify:track:1SKPmfSYaPsETbRHaiA18G
7739,The Resistance,spotify:album:0eFHYz8NmK75zSplL5qlfM,Muse,spotify:artist:12Chz98pHFMPJEknJQMWvI,304840,30,Uprising,spotify:track:4VqPOruhp5EdPBeR92t6lQ
7740,The 2nd Law,spotify:album:3KuXEGcqLcnEYWnn3OEGy0,Muse,spotify:artist:12Chz98pHFMPJEknJQMWvI,281040,31,Madness,spotify:track:0c4IEciLCDdXEhhKxj4ThA
7741,Native,spotify:album:1Cm6wsvnTlOXrfI9PkD8i4,OneRepublic,spotify:artist:5Pwc4xIPtQLFEnJriah9YJ,257266,32,Counting Stars,spotify:track:5edBgVtRD0fvWk140Sl21T
7742,Waking Up,spotify:album:4ySSx2L6h2siW22LK6dwhN,OneRepublic,spotify:artist:5Pwc4xIPtQLFEnJriah9YJ,224693,33,Secrets,spotify:track:4zweVv3Wa6XgexhoUOzkYs
7743,Native,spotify:album:1Cm6wsvnTlOXrfI9PkD8i4,OneRepublic,spotify:artist:5Pwc4xIPtQLFEnJriah9YJ,234546,34,I Lived,spotify:track:7pzdiluN2tVrxsFGyM2Asc
7744,Native,spotify:album:42UJjk8i8L0De7lQtu7sqi,OneRepublic,spotify:artist:5Pwc4xIPtQLFEnJriah9YJ,224853,35,Love Runs Out,spotify:track:3cOO5IQtOYs7huq4Z6lYfr
7745,Hot Fuss,spotify:album:4undIeGmofnAYKhnDclN1w,The Killers,spotify:artist:0C0XlULifJtAgn6ZNCW2eu,222586,36,Mr. Brightside,spotify:track:7oK9VyNzrYvRFo7nQEYkWN
7746,Sam's Town,spotify:album:4o3RJndRhHxkieQzQGhmbw,The Killers,spotify:artist:0C0XlULifJtAgn6ZNCW2eu,220426,37,When You Were Young,spotify:track:70wYA8oYHoMzhRRkARoMhU
7747,Day & Age,spotify:album:39JESZeZjLUrjwQtCrRs6d,The Killers,spotify:artist:0C0XlULifJtAgn6ZNCW2eu,245360,38,Human,spotify:track:5mhUPDWQH3s544WCsa0r9w
7748,No Sound Without Silence,spotify:album:6yd9yk8nFcHalXzy7mgaDx,The Script,spotify:artist:3AQRLZ9PuTAozP28Skbq8V,245466,39,Superheroes,spotify:track:37sINbJZcFdHFAsVNsPq1i
7749,#3 Deluxe Version,spotify:album:7JOCOjZTcLysDMkZGWlcIj,The Script,spotify:artist:3AQRLZ9PuTAozP28Skbq8V,202533,40,Hall of Fame,spotify:track:7wMq5n8mYSKlQIGECKUgTX
7750,(What's The Story) Morning Glory? [Remastered],spotify:album:1VW1MFNstaJuygaoTPkdCk,Oasis,spotify:artist:2DaxqgrOhkeH0fpeiQq2f4,258773,41,Wonderwall - Remastered,spotify:track:5qqabIl2vWzo9ApSC317sa
7751,(What's The Story) Morning Glory? [Remastered],spotify:album:1VW1MFNstaJuygaoTPkdCk,Oasis,spotify:artist:2DaxqgrOhkeH0fpeiQq2f4,451320,42,Champagne Supernova - Remastered,spotify:track:1wo3UYTeizJHkwYIuLuBPF
7752,Hozier,spotify:album:36k5aXpxffjVGcNce12GLZ,Hozier,spotify:artist:2FXC3k01G6Gw61bmprjgqS,223120,43,Jackie And Wilson,spotify:track:0j6YwWZVHsIFKr5FDEu68o
7753,Wanted On Voyage,spotify:album:5tF2lAa2rh2kU2xIiBzWia,George Ezra,spotify:artist:2ysnwxxNtSgbb9t1m2Ur4j,200720,44,Budapest,spotify:track:7GJClzimvMSghjcrKxuf1M
7754,Wanted On Voyage,spotify:album:5tF2lAa2rh2kU2xIiBzWia,George Ezra,spotify:artist:2ysnwxxNtSgbb9t1m2Ur4j,195546,45,Blame It on Me,spotify:track:2Zgnaip1c876zmBhz9HifI
7755,The Complete Season 5 Collection,spotify:album:4nmETeTLoW1rFWHXu8ojTk,Will Champlin,spotify:artist:2kM1LxD0AhAE5GULSYRQSa,216025,46,Tiny Dancer - The Voice Performance,spotify:track:1cWraP9I6ok95sCEgzlLjU
7756,Weezer (Green Album),spotify:album:2OBSz5Nlto0Q5CtYPzPY7c,Weezer,spotify:artist:3jOstUTkEu2JkjvRdBA5Gu,200306,47,Island In The Sun,spotify:track:2MLHyLy5z5l5YRp7momlgw
7757,Weezer,spotify:album:33CmI2lR8PnQwz6133Mc7l,Weezer,spotify:artist:3jOstUTkEu2JkjvRdBA5Gu,159586,48,Buddy Holly,spotify:track:7GptbanebPZYkLPvjNfd6m
7758,Weezer,spotify:album:33CmI2lR8PnQwz6133Mc7l,Weezer,spotify:artist:3jOstUTkEu2JkjvRdBA5Gu,256880,49,Say It Ain't So,spotify:track:4YPhn26bIFm2KUkL1VLzQG
7759,"Rise And Fall, Rage And Grace",spotify:album:67v63ubEsvDUQkYMzI7A9t,The Offspring,spotify:artist:5LfGQac0EIXyAN8aUwmNAQ,177826,50,"You're Gonna Go Far, Kid",spotify:track:6TfBA04WJ3X1d1wXhaCFVT
7760,Americana,spotify:album:5Jf9wK4k3A1rdH8YSBQg0J,The Offspring,spotify:artist:5LfGQac0EIXyAN8aUwmNAQ,180160,51,The Kids Aren't Alright,spotify:track:01a0J96fRD91VnjQQUCqMK
7761,Americana,spotify:album:5Jf9wK4k3A1rdH8YSBQg0J,The Offspring,spotify:artist:5LfGQac0EIXyAN8aUwmNAQ,188666,52,Pretty Fly (For A White Guy),spotify:track:51T1wGHtx6hXW89UCzw1Rc
7762,Greatest Hits,spotify:album:5HDj9yjtyhPduBMVax56pg,The Offspring,spotify:artist:5LfGQac0EIXyAN8aUwmNAQ,257760,53,Self Esteem,spotify:track:6EsBn1Md8C5YdbCzvwvZq8
7763,American Idiot,spotify:album:5dN7F9DV0Qg1XRdIgW8rke,Green Day,spotify:artist:7oPftvlwr6VrsViSDV7fJY,176346,54,American Idiot,spotify:track:6nTiIhLmQ3FWhvrGafw2zj
7764,21st Century Breakdown,spotify:album:1AHZd3C3S8m8fFrhFxyk79,Green Day,spotify:artist:7oPftvlwr6VrsViSDV7fJY,321093,55,21 Guns,spotify:track:64yrDBpcdwEdNY9loyEGbX
7765,Dookie,spotify:album:4uG8q3GPuWHQlRbswMIRS6,Green Day,spotify:artist:7oPftvlwr6VrsViSDV7fJY,181533,56,Basket Case,spotify:track:6L89mwZXSOwYl76YXfX13s
7766,American Idiot,spotify:album:5dN7F9DV0Qg1XRdIgW8rke,Green Day,spotify:artist:7oPftvlwr6VrsViSDV7fJY,285653,57,Wake Me Up When September Ends,spotify:track:3ZffCQKLFLUvYM59XKLbVm
7767,Nimrod,spotify:album:3x2uer6Xh0d5rF8toWpRDA,Green Day,spotify:artist:7oPftvlwr6VrsViSDV7fJY,153466,58,Good Riddance (Time of Your Life),spotify:track:6ORqU0bHbVCRjXm9AjyHyZ
7768,Enema Of The State,spotify:album:1fF8kYX49s5Ufv4XEY5sjW,blink-182,spotify:artist:6FBDaR13swtiWwGhX1WQsP,168000,59,All The Small Things,spotify:track:12qZHAeOyTf93YAWvGDTat
7769,Blink 182 (Sound and Vision Q4 2007),spotify:album:2WTW5TMd6cwnBcWoqVpEuJ,blink-182,spotify:artist:6FBDaR13swtiWwGhX1WQsP,148506,60,What's My Age Again?,spotify:track:5wTMQjEx9LWeFwLjolPCUy
7770,blink-182,spotify:album:6DMUAqxiFfLdqXv0vqcrQA,blink-182,spotify:artist:6FBDaR13swtiWwGhX1WQsP,227240,61,I Miss You,spotify:track:1oTo3ijRbaDAtrjJrGAPSw
7771,Take Off Your Pants And Jacket,spotify:album:3nHpBmW5wJXGeC3ojBkpey,blink-182,spotify:artist:6FBDaR13swtiWwGhX1WQsP,171533,62,First Date,spotify:track:1fJFuvU2ldmeAm5nFIHcPP
7772,Enema Of The State,spotify:album:5qt11cWjSs5Gbqj2Wyfu38,blink-182,spotify:artist:6FBDaR13swtiWwGhX1WQsP,249753,63,Adam's Song,spotify:track:43NhiKnrtGqztxDqXrcUux
7773,"All Killer, No Filler",spotify:album:47wh50aG3MIgDpsMe5B7n7,Sum 41,spotify:artist:0qT79UgT5tY4yudH9VfsdT,207093,64,In Too Deep,spotify:track:68pN2UQYhwQgPy7VrCFKuV
7774,"All Killer, No Filler",spotify:album:47wh50aG3MIgDpsMe5B7n7,Sum 41,spotify:artist:0qT79UgT5tY4yudH9VfsdT,178266,65,Fat Lip,spotify:track:4dzOxPZFYX77xpMwv4EhnO
7775,Good Charlotte/The Young And The Hopeless,spotify:album:6ygkkg1otZVwLIsSHl1mMi,Good Charlotte,spotify:artist:5aYyPjAsLj7UzANzdupwnS,175093,66,The Anthem,spotify:track:3SqOC9IRDYGSq9cH6K2GQI
7776,Good Morning Revival,spotify:album:5skjlzXO7wZ6OuS9YKdI50,Good Charlotte,spotify:artist:5aYyPjAsLj7UzANzdupwnS,244000,67,I Don't Wanna Be In Love (Dance Floor Anthem),spotify:track:36UVZPoK8a1Oxh13cY8kOp
7777,"No Pads, No Helmets...Just Balls",spotify:album:3rEl0zv6lbVZiB79uHAQ5y,Simple Plan,spotify:artist:2p4FqHnazRucYQHyDCdBrJ,198333,68,I'm Just A Kid,spotify:track:1hIupFeRu3nmMcjbjxPnMc
7778,Still Not Getting Any,spotify:album:7l3v1MPa9GlbxbVJmaVrVd,Simple Plan,spotify:artist:2p4FqHnazRucYQHyDCdBrJ,206773,69,Welcome To My Life,spotify:track:714Lw0m2SmCEhKSPw0Dn8J
7779,Ocean Avenue,spotify:album:24IBCzEJlHBI0ioxlSuSPA,Yellowcard,spotify:artist:3zxKH0qp3nBCuPZCZT5Vaf,198266,70,Ocean Avenue,spotify:track:23oxJmDc1V9uLUSmN2LIvx
7780,I've Never Done Anything Like This,spotify:album:3Q7xpHmP8k3HryE0LQdIk0,Bowling For Soup,spotify:artist:5ND0mGcL9SKSjWIjPd0xIb,193042,71,Stacy's Mom,spotify:track:19Js5ypV6JKn4DMExHQbGc
7781,A Hangover You Don't Deserve,spotify:album:43jBR9MNJk5AUuB56M0pRF,Bowling For Soup,spotify:artist:5ND0mGcL9SKSjWIjPd0xIb,193000,72,1985,spotify:track:5oQcOu1omDykbIPSdSQQNJ
7782,Bleed American,spotify:album:1VbyDS3tGhe4iHfIJ7AMtr,Jimmy Eat World,spotify:artist:3Ayl7mCk0nScecqOzvNp6s,220026,73,Sweetness,spotify:track:18IqyOGs1pRNZfbMo93r57
7783,Bleed American,spotify:album:2ZuFyQ3E5n1L0VA9iyH0YV,Jimmy Eat World,spotify:artist:3Ayl7mCk0nScecqOzvNp6s,168253,74,The Middle,spotify:track:3mcG2NI5G5vhrQtRda1YnA
7784,A Place In The Sun,spotify:album:3w5Uz3q4SJze14P60ZChsp,Lit,spotify:artist:5mgr0FFpvy267wKVAYg8qp,169026,75,My Own Worst Enemy,spotify:track:33iv3wnGMrrDugd7GBso1z
7785,Nevermind,spotify:album:2guirTSEqLizK7j9i1MTTZ,Nirvana,spotify:artist:6olE6TJLqED3rqDCT0FyPh,301920,76,Smells Like Teen Spirit,spotify:track:5ghIJDpPoe3CfHMGu71E6T
7786,Nevermind,spotify:album:2guirTSEqLizK7j9i1MTTZ,Nirvana,spotify:artist:6olE6TJLqED3rqDCT0FyPh,218920,77,Come As You Are,spotify:track:4P5KoWXOxwuobLmHXLMobV
7787,In Utero - 20th Anniversary - Deluxe Edition,spotify:album:6ohX7moZZnF1FwYrli1OJ6,Nirvana,spotify:artist:6olE6TJLqED3rqDCT0FyPh,281160,78,Heart-Shaped Box,spotify:track:11LmqTE2naFULdEP94AUBa
7788,Nevermind,spotify:album:2guirTSEqLizK7j9i1MTTZ,Nirvana,spotify:artist:6olE6TJLqED3rqDCT0FyPh,257053,79,Lithium,spotify:track:2YodwKJnbPyNKe8XXSE9V7
7789,Oh No,spotify:album:1qN6qh1gwgrYTCdSq21gov,OK Go,spotify:artist:3hozsZ9hqNq7CoBGYNlFTz,179813,80,Here It Goes Again,spotify:track:1pHP4JeQV9wDx87D6qH9hD
7790,Of The Blue Colour of the Sky Extra Nice Edition,spotify:album:2ZSt5m1kE9FIFTM8c0b1ws,OK Go,spotify:artist:3hozsZ9hqNq7CoBGYNlFTz,188120,81,This Too Shall Pass,spotify:track:6Nf1bklus7o9fpKto13nDc
7791,Demon Days,spotify:album:0bUTHlWbkSQysoM3VsWldT,Gorillaz,spotify:artist:3AA28KZvwAUcZuOKwyblJQ,222640,82,Feel Good Inc,spotify:track:0d28khcov6AiegSCpG5TuT
7792,Gorillaz,spotify:album:0YvYmLBFFwYxgI4U9KKgUm,Gorillaz,spotify:artist:3AA28KZvwAUcZuOKwyblJQ,340920,83,Clint Eastwood,spotify:track:7yMiX7n9SBvadzox8T5jzT
7793,Californication,spotify:album:2Y9IRtehByVkegoD7TcLfi,Red Hot Chili Peppers,spotify:artist:0L8ExT028jH3ddEcZwqJJ5,215906,84,Scar Tissue,spotify:track:1G391cbiT3v3Cywg8T7DM1
7794,VHS,spotify:album:7A8fZ2jjiu5heq7wNCutKN,X Ambassadors,spotify:artist:3NPpFNZtSTHheNBaWC82rB,189706,85,Jungle,spotify:track:3xgK660fsZH7ZDcOMfIdfB
7795,VHS,spotify:album:7A8fZ2jjiu5heq7wNCutKN,X Ambassadors,spotify:artist:3NPpFNZtSTHheNBaWC82rB,193546,86,Unsteady,spotify:track:7lGKEWMXVWWTt3X71Bv44I
7796,Blood Sugar Sex Magik,spotify:album:30Perjew8HyGkdSmqguYyg,Red Hot Chili Peppers,spotify:artist:0L8ExT028jH3ddEcZwqJJ5,264306,87,Under The Bridge,spotify:track:3d9DChrdc6BOeFsbrZ3Is0
7797,Stadium Arcadium,spotify:album:7xl50xr9NDkd3i2kBbzsNZ,Red Hot Chili Peppers,spotify:artist:0L8ExT028jH3ddEcZwqJJ5,335066,88,Snow (Hey Oh) - Hey Oh Album Version,spotify:track:2aibwv5hGXSgw7Yru8IYTO
7798,By The Way,spotify:album:6deiaArbeoqp1xPEGdEKp1,Red Hot Chili Peppers,spotify:artist:0L8ExT028jH3ddEcZwqJJ5,269000,89,Can't Stop,spotify:track:3ZOEytgrvLwQaqXreDs2Jx
7799,Californication,spotify:album:2Y9IRtehByVkegoD7TcLfi,Red Hot Chili Peppers,spotify:artist:0L8ExT028jH3ddEcZwqJJ5,255373,90,Otherside,spotify:track:64BbK9SFKH2jk86U3dGj2P
7800,Californication,spotify:album:2Y9IRtehByVkegoD7TcLfi,Red Hot Chili Peppers,spotify:artist:0L8ExT028jH3ddEcZwqJJ5,329733,91,Californication,spotify:track:48UPSzbZjgc449aqz8bxox
7801,"Echoes, Silence, Patience & Grace",spotify:album:3ilXDEG0xiajK8AbqboeJz,Foo Fighters,spotify:artist:7jy3rLJdDQY21OgRLCZ9sD,269373,92,The Pretender,spotify:track:7x8dCjCr0x6x2lXKujYD34
7802,The Colour And The Shape,spotify:album:30ly6F6Xl0TKmyBCU50Khv,Foo Fighters,spotify:artist:7jy3rLJdDQY21OgRLCZ9sD,250546,93,Everlong,spotify:track:5UWwZ5lm5PKu6eKsHAGxOk
7803,In Your Honor,spotify:album:2eprpJCYbCbPZRKVGIEJxZ,Foo Fighters,spotify:artist:7jy3rLJdDQY21OgRLCZ9sD,255626,94,Best of You,spotify:track:5FZxsHWIvUsmSK1IAvm2pp
7804,Random Access Memories,spotify:album:4m2880jivSbbyEGAKfITCa,Daft Punk,spotify:artist:4tZwfgrHOc3mvqYlEYSvVi,251293,95,Doin' it Right,spotify:track:36c4JohayB9qd64eidQMBi
7805,Fresh,spotify:album:3EfRjYnoNrTohOPCjVFhR5,Teddybears,spotify:artist:3gqv1kgivAc92KnUm4elKv,184986,96,Little Stereo,spotify:track:3iPPpKw775rCOiFd2aMT8F
7806,VHS,spotify:album:7A8fZ2jjiu5heq7wNCutKN,X Ambassadors,spotify:artist:3NPpFNZtSTHheNBaWC82rB,180332,97,Hang On,spotify:track:2rqsruRbgKVkTIXNGPJULX
7807,Cleopatra,spotify:album:03WMNRxqKog3sBZ6G5jGDw,The Lumineers,spotify:artist:16oZKvXb6WkQlVAjwo2Wbg,160106,98,Ophelia,spotify:track:6ZYS6QQxTLsQ6IFXdVx1r4
7808,Essential Tremors,spotify:album:3HDa0xjYUY5J3d5q8qmgL0,J. Roddy Walston & The Business,spotify:artist:1FlpoZvmdqEMfKIzgMmSJX,250880,99,Take It As It Comes,spotify:track:7vbFFfEjpNL16s7IFR2zf7
7809,Essential Tremors,spotify:album:3HDa0xjYUY5J3d5q8qmgL0,J. Roddy Walston & The Business,spotify:artist:1FlpoZvmdqEMfKIzgMmSJX,232760,100,Heavy Bells,spotify:track:1vtoDezFlLf2ywyEa9iQWI
7810,Graffiti The World,spotify:album:39GmYuRp42zXVjzCLffcOC,Rehab,spotify:artist:1qh1aHXy7LRcb7eyriuJTS,229040,101,Bartender Song (Sittin' At A Bar) - Alt/Rock Mix,spotify:track:1gewemPOUilb21s7CfMS55
7811,The Lumineers,spotify:album:5h7fx8ILwOZ3I5yQ4eGBl7,The Lumineers,spotify:artist:16oZKvXb6WkQlVAjwo2Wbg,277333,102,Stubborn Love,spotify:track:15twB7zTglmu0Bg8gW4Mrm
7812,"Exam Study Classical Music to Increase Brain Power, Classical Study Music for Relaxation, Concentration and Focus on Learning - Classical Music and Classical Songs",spotify:album:4GusunD6mDAoPYxtRcHZyP,Exam Study Classical Music Orchestra,spotify:artist:22pAlZRKZ8WyPTtf63Y5nV,474440,0,"Boccherini - Quartet in C Minor, Op. 1 I. Allegro comodo",spotify:track:0fX0YaLPCzYXaLi6cVryy3
7813,The Most Relaxing Classical Piano Music Collection in The Universe,spotify:album:3AO7BmCyK8NvjroHzpNIiQ,Dr. Relax,spotify:artist:2qRKCO4zmKnbcE981L2lUF,241483,1,"Chopin ?C Pr??ludes, Opus 28 (1838) n7potify:track:0Qytxty003rgBA5KX7ruIrrr",
7814,"Exam Study Classical Music to Increase Brain Power, Classical Study Music for Relaxation, Concentration and Focus on Learning - Classical Music and Classical Songs",spotify:album:4GusunD6mDAoPYxtRcHZyP,Exam Study Classical Music Orchestra,spotify:artist:22pAlZRKZ8WyPTtf63Y5nV,51293,2,Schuster - VI Quartet in D minor - Largo,spotify:track:1Jqu30FCoWSeXbaxOrGNa8
7815,"Vivaldi, A.: The 4 Seasons / Sinfonias, Rv 112, 132, 149 and 169",spotify:album:3Pr4IqIrBfGEZRE30TS0xS,Karoly Botvay,spotify:artist:44KHTuijOnIVq2aOHWefAD,182440,3,"The 4 Seasons: Violin Concerto in G minor, Op. 8, No. 2, RV 315, ""L'estate"" (Summer): III. Presto",spotify:track:1QWRScJK5eb5BE6ODimqJl
7816,"Exam Study Classical Music to Increase Brain Power, Classical Study Music for Relaxation, Concentration and Focus on Learning - Classical Music and Classical Songs",spotify:album:4GusunD6mDAoPYxtRcHZyP,Exam Study Classical Music Orchestra,spotify:artist:22pAlZRKZ8WyPTtf63Y5nV,98226,4,Bach - Polonaise n.1,spotify:track:2BiIx6NwDNt15BlQOFD5dA
7817,Joggen: Klassische Musik zum Joggen,spotify:album:7jMlKBXDFyZeiRpTNTQ7BJ,Joggen,spotify:artist:6jSrM0OVxEViW3UwbQ1pbm,97751,5,Grieg Morning Mood Relaxation Music,spotify:track:3BZuRA1i5Jzc975nnHtCgc
7818,Massage Music,spotify:album:406Q6aMxbAEc7rUgiFpNbk,Massage Music,spotify:artist:6ZDi3R3AbijUVpoDPVcBX9,314770,6,Clair de Lune,spotify:track:3STXqxuDswhbHZfdlvReV5
7819,??????,spotify:album:6d2hIgHgLJH5bqZXtWjDui,??????,spotify:artist:6rDa5rfBjGkydTXU32evU1,175574,7,Beethoven - Piano Sonata 09 opus 14,spotify:track:1b2p14iF1eOH5rSgb9rtFd
